aardvark mhanga
Japanese mjapani
Japanese Mjapani
Japan japan
Japan Japani
jarbua terapon
jarbua ngagu
jargon istilahi
jasmine afu
jasmine asumini
jasper yaspa
jazz jazi
jealous person
jealous mwivu
jealousy gere
jealousy machungu
jealousy wivu
jealousy wizu
Jehovah's Witnesses
Jehovah's Mashahidi
Jehovah's wa
Jehovah's Yehova
Jehovah Yehova
jelly fish
jelly pono
jelous persons
jelous wawivu
jerrycan kibuyu
jerrycan ndege
jersey jezi
jerseys majezi
Jerusalem Yerusalemu
Jesus Christ
Jesus Yesu
Jesus Kristo
Jesus Isa
Jesus yesu
Jesus Yesu
jet jeti
jet mtambo
jet plane
jet eropleni
jet ya
jet jeti
jet plane
jet jeti
jet rafadha
jets majeti
jewel johari
Jewish kiyahudi
Jew Myahudi
Jews wayahudi
Jew wayahudi
jigger funza
jigger worm
jigger bamvua
jihad jihadi
Joanna Yoana
job application
job ardha
Job Ayubu
John the
John Baptist
John Yohane
John Mbatizaji
John Yohana
joke kasheshe
joke kichekesho
joke mzaha
joke utani
Jonah Yona
Jordanian Kiyordani
Jordanian Myordani
Jordanians Wayordani
Jordan Yordani
Joseph Yusufu
journal daftari
journalist mwanahabari
journal jarida
journals majarida
journey safari
journey safiri
joyful shouting
joyful chereko
joy furaha
jubilee jubilii
jubilee Yubile
Judaism Uyahudi
Judas Yuda
Judea Uyahudi
judge hakimu
judge hakimu
judge mkazi
judge hakimu
judge mkuu
judge jaji
judges mahakimu
judges wakuu
Judges Waamuzi
judging ujaji
judgment day
judgment kiama
judgment hesabu
judgment hukumu
judo judo
jug jagi
jugs majagi
juice juisi
juice jusi
juice maji
juice maji
juice ya
juice machungwa
July julai
jump on
jump and
jump hold
jump dandia
jump on
jump denki
junction makutano
June juni
jungle mwitu
jungle mwituni
juniper berry
juniper beri
juniper ya
juniper mreteni
juniper mreteni
Juno Juno
jupiter jupita
Jupiter Jupita
Jupiter Mshtarii
Jupiter Sumbula
just adili
Kaaba Kaaba
Kabaa Kaaba
kachumber kachumbari
kadhi kadhi
Kamba Mkamba
Kampuchea Kampuchia
Kampuchean Mkampuchia
Kampucheans Wakampuchia
kangaroo kangaroo
kangaroo kangaruu
kanji kanji
kaswida kaswida
katana katana
Kazakh Kikazaki
Kazakh Mkazaki
Kazakhstan Kazakistani
Kazakhstan Ukazaki
Kazakhs Wakazaki
kebab mshikaki
keen uangalifu
keep hifadhi
kehe zunga
kenya Kenya
Kenya Kenya
Kenyan English
Kenyan kiingereza
Kenyan cha
Kenyan kenya
Kenyan Mkenya
Kenyans Wakenya
kerosene kerosini
kettle birika
kettles mabirika
key fungua
key ufungu
key ufunguo
Khartoum Khartoum
khat miraa
khat mirungi
Khrushchev Krushchov
kick teke
kiddish utoto
kid mwanambuzi
kidnap nyara
kidnap teka
kidnap nyara
kidney figo
kids wanambuzi
Kikuyu Kikikuyu
Kikuyuland Ukikuyu
Kikuyu Mkikuyu
kilimanjaro kilimanjaro
Kilimanjaro Kilimanjaro
killer mwuaji
kill kuua
kilogram kilo
kilo kilo
kilometer kilomita
kilometre kilometa
kimono kimono
kind aina
kindness uungwana
kingdom himaya
kingdom ufalme
king mfalme
king mzungu
king wa
king nne
king shehe
kings wafalme
kinsman ndugu
kiosk kioski
Kirgyz Mkirigizi
Kirgyzstan Kirigistani
Kirgyz Wakirigizi
Kirundi Kirundi
kiss ass
kiss barakala
kiss busu
kiss nonea
kitchen jiko
kitchen jikoni
kitchen meko
kite mwewe
klipspringer mbuzi
klipspringer mawe
knacker mchunaji
knackers wachunaji
knave ghulamu
knee goti
kneel kupiga
kneel magoti
knees magoti
knife kisu
knife makali
knife ya
knife kisu
knives visu
knob kirungu
knock hodi
knot funda
knot fundo
knots mafundo
know fahamu
know kujua
knowledge maarifa
Kongo Kikongo
koran Kurani
koran msahafu
Korea korea
Korea Korea
Korean Kikorea
Korean Mkorea
koreans wakorea
Koreans Wakorea
Korean ya
Korean Korea
Kosovo Kosovo
kudu tandala
Kuwaiti Mkuwaiti
Kuwaitis Wakuwaiti
Kuwait Kuwait
Kuwait Kuwaiti
kwashiokor chirwa
Kyrgyz Kikirigizi
Kyrgyz Mkirigizi
Kyrgyzstan Kirigizia
Kyrgyzstan Kirigizistani
Kyrgyzstan Ukirigizi
label lebo
labels malebo
laboratory maabara
labour laws
labour sheria
labour za
labour mfanyikazi
labour leba
lack utovu
ladder ngazi
lady bibi
ladybirds mabunzi
lady msichana
lady mwanamwali
lake jito
lake majito
Lake Victoria
Lake Ziwa
Lake Victoria
lake ziwa
lakh lakhi
lakh laki
lamb mwanakondoo
lambs wanakondoo
lamp taa
land ardhi
land arthi
landlord mpangishaji
landlords wapangishaji
language ki-
language lugha
lantern fanusi
lantern karabai
lantern kikoroboi
lantern koroboi
Laos Laos
Laotian Mlaosi
Laotians Walaosi
large kubwa
large metal
large pot
large legeni
last born
last kitindamimba
last born
last kitinda
last mimba
last borns
last vitinda
last mimba
last dumu
last respect
last heshima
last ya
last mwisho
last week
last wiki
last jana
last year
last mwaka
last jana
late chelewa
late marehemu
Lateran Laterani
later baadaye
Latin America
Latin Amerika
Latin ya
Latin Kilatini
Latin Kilatini
Latin Kirumi
Latin Mhispaniki
Lativia Lativia
Latvian Mlativia
Latvians Walativia
laugh cheka
laughter cheko
laughter kicheko
laurel mbei
laurel taji
laurel la
laurel mbei
lava lava
lavender mrujuani
lavender urujuani
lawful halali
law kanuni
lawns maua
lawn ua
law sheria
lawyer mwanasheria
lawyers mawakili
lawyers wanasheria
lawyer wakili
laziness uvivu
laziness uzembe
laziness uzrembe
Lazio Lazio
lazybones lofa
lazy legevu
lazy mlegevu
lazy utepetevu
leader kiongozi
leader mtawala
leadership mwongozo
leadership uongozi
leadership utawala
leaders viongozi
leaders watawala
lead ongoza
lead tawala
leaf jani
leaf msahafu
league ligi
League of
League Nations
League Shirikisho
League la
League Mataifa
leagues maligi
leak usalata
lean egemea
learn funza
learn pata
learn habari
leather a
leather ngozi
leather sandal
leather ndara
leave kuondoka
leaven chachu
leaven hamira
leaves majani
leaves mani
leave toka
Lebanese Mlebanoni
Lebanese Walebanoni
Lebanon Lebanon
Lebanon Lebanoni
lecturer mkufunzi
ledger leja
leech mruba
left kushoto
left over
left masalio
left overs
left maporo
left over
left uporo
left side
left kushoto
legal halali
legendary -a
legendary kihekaya
legend hekaya
legend kigano
legitimate child
legitimate mwanahalali
legitimate children
legitimate wanahalali
leg mguu
legs miguu
leg sura
lemonade maji
lemonade ya
lemonade limau
lemon limau
lemon mdimu
lemon ndimu
lend azima
lend kopesha
length urefu
lenses malenzi
lens lenzi
lentils adesi
lent kwaresima
Leo Asadi
leopard chui
Leo Simba
leprosy ukoma
lesbianism ushoga
lesbian shoga
Lesotho Lesoto
-less bila
less chache
lesson funzo
lessons mafunzo
lesson somo
letter barua
letter herufi
letters mabarua
letters saruji
letter waraka
lettuce saladi
leutenant colonel
leutenant luteni-kanali
leutenant colonels
leutenant maluteni-kanali
Levite Mlawi
lexicographer mwanaleksikografia
lexicography leksikografia
liar ayari
liar mdanganyifu
liar mghilibu
liar mlaghai
liar mwongo
liar rui
liars wadanganyifu
liars waghilibu
liars waongo
Liberia Liberia
Liberian Kilberia
Liberian Kiliberi
Liberian Mliberi
Liberian Mliberia
Liberians Waliberia
Liberia Uliberi
Libra Mizani
library maktaba
Libya Libya
Libyan Kilibya
Libyan Mlibya
Libyans Walibya
licence leseni
license lenseni
licenses malenseni
licit halali
lick pumba
lid kifuniko
lids vifuniko
Liechtensteiner Mlishenteni
Liechtensteiners Walishenteni
Liechtenstein Lishenteni
lie kengo
lie pweteka
lies ghalati
lie uongo
lie urongo
lieutenant luteni
lie utesi
lie uwongo
life aushi
life maisha
life sever
life boats
life mashuaokozi
life trend
life msisimko
life wa
life maisha
life trends
life misisimko
life ya
life maisha
life uhai
lift eleveta
lift kipandishi
lift lifti
light bulb
light balbu
lighter vibiriti
lighter vya
lighter chuma
lighthouse mnara
light mwanga
light mwangaza
lightning umeme
light nuru
light sahali
light washa
light wepesi
light year
light mwaka
light wa
light nuru
like kama
like kupenda
likewise kadhalika
lime chokaa
lime dimu
lime juice
lime maji
lime ya
lime ndimu
lime mdimu
lime ndimu
limp chopi
lineage jadi
lineage kizazi
lineage uzao
line mstari
lines mistari
Lingala Kilingala
linguistics isimu
linguist mwanaisimu
lion cub
lion shibli
lion simba
liquid cash
liquid taslimu
liquid majimaji
listener msikilizaji
listen sikiliza
listen sikiza
list kuorodesha
list orotha
literature fasihi
liter lita
lithium lithi
Lithuania Litwania
Lithuanian Mlitwania
Lithuanians Walitwania
litre lita
little kidogo
live ishi
liver ini
liver maini
livers maini
living hai
living room
living sebule
lizard mjusi
load mzigo
load upakuzi
loafer lofa
loafers malofa
loaf mkate
loan mikopo
loan mkopo
loans mikopo
locust nzige
lofty refu
log gogo
logic mantiki
log kikingi
logo chapa
logo rajamu
logos machapa
logs vikingi
London London
loneliness pweke
loneliness upweke
long ago
long kale
long ago
long zamani
long rains
long masika
long refu
longsword upanga
longsword mrefu
look angalia
loophole tundu
loose chegele
Lord Bwana
Lord's Prayer
Lord's Baba
Lord's yetu
lorry lori
loser mshindwa
loss hasara
lotion uturi
lottery bahati
lottery nasibu
lotus lotasi
lotus yungiyungi
lotus la
lotus kimisri
louse chawa
love huba
love kupenda
love mahuba
love mapenzi
lover azizi
lover hawara
lover kiosha
lover roho
lover laazizi
lover mchumba
lover mpenzi
lover muhibu
lover nyonale
lovers mahawara
lovers viosha
lovers roho
lovers wapenzi
love upendo
low case
low of
low a
low ship
low chichi
lower shusha
low key
low chinichini
low pay
low malipo
low duni
lraqi mwanairaki
lslam kislamu
luck bahati
luck nasibu
Luganda Kiganda
luggage mzigo
luggages mizigo
lukewarm Fufutende
lunatic mwendawazimu
lunatics wendawazimu
lunch chakula
lunch cha
lunch mchana
lung buhumu
lung cancer
lung saratani
lung ya
lung mapafu
lung pafu
lungs mapafu
lungs mayavuyavu
lung yavuyavu
Luo Kijaluo
Luo Mjaluo
lust shahawa
lute gambusi
Lutheranism Ulutheri
Lutheran Kilutheri
Lutheran Mlutheri
Lutrinae nusufamilia
Lutrinae ya
Lutrinae fisi-maji
Luxembourger Mlasembagi
Luxembourgers Walasembagi
Luxembourg Lasembagi
lychee gulabi
lychee mgulabi
lychee mshokishoki
lychee shokishoki
lying ghiliba
lynx linksi
Lyons Lyon
lyre kinubi
lyre kidogo
lyre lira
maalim maalim
maam memsahib
Maasai Kimasai
Maasai Mmasai
macadamia nut
macadamia makadamia
Macedonia Masedonia
Macedonian Mmasedonia
Macedonians Wamasedonia
machete panga
machine mashine
machine mashini
Madagascar Bukini
Madagascar Madagaska
madman chakaramu
madman chizi
madmen machizi
mad person
mad afkani
mad person
mad butu
mad person
mad majununi
mad person
mad pungwani
madrasah madrasa
magazine jarida
magistrate hakimu
magistrates mahakimu
magma magma
magnesium magnesi
magnetic -a
magnetic sumaku
magnetic compass
magnetic dira
magnetic field
magnetic uga
magnetic wa
magnetic sumaku
magnet sumaku
mahogany mtondoo
maid mfanyikazi
maids wafanyikazi
maid wafanyikazi
mainland bara
mainland China
mainland Uchina
mainland Bara
maintain dumisha
maize hindi
maize muhindi
maizes mahindi
major general
major meja
major jenerali
major meja
Major Meja
Majors Mameja
make up
make kipodozi
make ups
make vipodozi
Malachi Malaki
Malagasay Mbukini
Malagasay Wabukini
Malagasy Kibukini
Malagasy Mbukini
malaria malaria
Malawian Kimalawi
Malawian Mmalawi
Malawians Wamalawi
Malawi Malawi
Malaysia Malesia
Malaysian Mmalesia
Malaysians Wamalesia
Maldives Maldova
Maldivian Mmaldova
Maldivians Mamaldova
male animal
male tovi
male camel
male galimu
male camels
male magalimu
male child
male waladi
male dume
male kiume
male slave
male mtwana
Malian Kimali
Malian Mmali
Malians Wamali
Mali mali
Mali Mali
malleability usumaku
Malta Malta
Maltese Mmalta
manage mudu
manager meneja
managers mameneja
manatee manatii
Manchuria Manchuria
Mandarin Kimandarini
mandolin gambusi
mandolin ndogo
man-eating mla-watu
mango embe
mangoes maembe
mango juice
mango maji
mango ya
mango maembe
mango mango
mango mwembe
manhood uume
manioc muhogo
man mwanamme
man mwanamume
manna mana
mannerless person
mannerless chepe
mannikin chigi
mannikin tongo
man rijali
mansion jumba
mansions majumba
manufacture unda
manure mbolea
manure mboleya
many ingi
many wengi
maple mshira
map ramani
marasmus utapiamlo
marathon mbio
marathon za
marathon nyika
march machi
March machi
marigold kalendula
marigold tageta
marijuana bangi
marimba marimba
mark alama
marker pen
marker alama
market chete
market plan
market mpango
market wa
market soko
market plans
market mipango
market ya
market soko
markets masoko
market soko
mark maki
Mark Marko
marks maki
marriage ndoa
marry funga
marry ndoa
marry kuoa
marry oa
marry oza
Mars Maazi
Mars Meriki
Mars Mirihi
Mary Maryamu
mascara wanja
mask barakoa
mason mjenzi
mason mwashi
mass misa
mass mshikano
mast mlingoti
masturbate punyeto
masturbation punyeto
matatu matatu
matches michuano
match kibiriti
match mashindano
match mchuano
match mechi
maternal uncle
maternal mjomba
mathematician mwanahisabati
mathematics hisabati
mat jamvi
mat mkeka
mat mswala
mattresses magodoro
mattress godoro
mattress mto
mat zuliani
Mauritania Moritania
Mauritanian Kimoritani
Mauritanian Kimoritania
Mauritanian Mmoritani
Mauritanian Mmoritania
Mauritanians Wamoritania
Mauritania Umoritani
Mauritian Creole
Mauritian Kimorisi
Mauritian Kimorisi
Mauritian Mmorisi
Mauritians Wamorisi
Mauritius Morisi
May mei
mayor diwani
mayor meya
mayors madiwani
Mayotte Maore
may the
may Force
may be
may with
may you
may Na
may Kipawa
may Kiwa
may Nawe
meaning maana
mean people
mean wabanifu
mean person
mean bedui
mean person
mean mbanifu
means viombo
mean viombo
measles surua
measles ukambi
measurement kipimo
measurements vipimo
measure pima
meat ball
meat kababu
meat balls
meat makababu
meat nyama
Mecca Makka
mecca mecca
mechanic makanika
medal nishani
media chombo
media cha
media habari
media house
media vyombo
media vya
media habari
mediator mpatanishi
medicine dawa
medicines madawa
medicine udaktari
meditate tafakari
Mediterranean Sea
Mediterranean Bahari
Mediterranean ya
Mediterranean Kati
Mediterranean Sea
Mediterranean Bahari
Mediterranean ya
Mediterranean Mediteranea
Medusa Medusa
meerkat nguchiro
meerkat wa
meerkat porini
meeting mkusanyiko
meeting mkutano
meet kukutana
megabat popo
megabat mkubwa
Megachiroptera Nusuoda
Megachiroptera ya
Megachiroptera popo
Megachiroptera wakubwa
member mshiriki
member mwanachama
member of
member parliament
member mbunge
Member of
Member Parliament
Member mbunge
membership uanachama
members of
members parliament
members wabunge
members wanachama
members washiriki
memoir kumbukumbu
memorandum arifa
mendicant mwombaji
menstruation hedhi
mental kichaa
men wanaume
mercenary mamluki
merchant mfanyabiashara
Mercury Merkyuri
Mercury Utaridi
mercury zebaki
Mercury Zebaki
mercy huruma
mercy rehema
mercy shufaka
merry Christmas
merry heri
merry ya
merry Krismasi
merry Christmas
merry Krismasi
merry njema
message ujumbe
messenger tarishi
mess mesi
metal metali
metamorphosis metamofosi
metaphor sitiari
metaphysics metafizikia
meteorologist mtabiri
meteorologist wa
meteorologist hali
meteorologist ya
meteorologist anga
meteorologists watabiri
meteorologists wa
meteorologists hali
meteorologists ya
meteorologists anga
meteorology meteorolojia
meter mita
method mbinu
metre meta
metre mita
Mexican Kimeksiko
Mexican Mmeksiko
Mexicans Wameksiko
Mexico City
Mexico mji
Mexico wa
Mexico Meksiko
Mexico Meksiko
microphone kikuza
microphone sauti
microphone kinasasauti
microphone kipaza
microphone sauti
microphone mikrofoni
microphones vikuza
microphones sauti
microphones vipaza
microphones sauti
microscope darubini
microscope ya
microscope vidudu
microscope hadubini
microscope mikroskopu
midday mchana
middle aged
middle umri
middle wa
middle makamu
middle kati
middleman mlanguzi
middlemen walanguzi
midget kibete
midwife mkunga
midwifery ukunga
midwives wakunga
might kudura
milk kama
milk maziwa
milkshake sharubati
millennium milenia
millet mtama
millilitre mililita
millimetre milimeta
millimetre milimita
millionaire bwanyenye
million milioni
millipede jongoo
minaret mnara
min bus
min matatu
mine chimbo
mine mgodi
mineral madini
mine shimo
mines machimbo
minimal duni
minister for
minister environment
minister waziri
minister wa
minister mazingira
minister for
minister Justice
minister waziri
minister wa
minister haki
minister for
minister security
minister waziri
minister wa
minister usalama
ministers for
ministers environment
ministers mawaziri
ministers wa
ministers mazingira
ministers for
ministers justice
ministers mawaziri
ministers wa
ministers haki
ministers for
ministers security
ministers mawaziri
ministers wa
ministers usalama
ministers mawaziri
minister waziri
ministry of
ministry agriculture
ministry wizara
ministry ya
ministry ukulima
ministry of
ministry finance
ministry wizara
ministry ya
ministry fedha
ministry of
ministry foreign
ministry affairs
ministry wizara
ministry ya
ministry mambo
ministry ya
ministry nje
ministry of
ministry health
ministry wizara
ministry ya
ministry afya
ministry of
ministry home
ministry affairs
ministry wizara
ministry ya
ministry mambo
ministry ya
ministry nyumbani
ministry of
ministry immigration
ministry wizara
ministry ya
ministry uhamiaji
ministry of
ministry justice
ministry wizara
ministry ya
ministry haki
ministry wizara
mink minki
mint mnanaa
mint nanaa
mint rangi
mint ya
mint nanaa
minute dakika
miracle jaala
miracle kioja
miracle muujiza
miracle mwujiza
Miriam Mariamu
mirror kio
mirror kioo
miser mbahili
missionary mmisionari
mission misheni
mistake kosa
mistake makosa
mister mwinyi
mistreat dhulma
mistreat mateso
miusiam makavazi
mix changanya
mixed drum
mixed sounds
mixed lele
mixed mseto
mixture changamano
mixture mchanganyiko
mixture mkorogo
mixtures michanganyiko
mixtures mikorogo
Mnemosyne Mnemosine
mobile phone
mobile rununu
mobile phone
mobile simu
mobile ya
mobile mkononi
mobile phones
mobile marununu
mob ramramu
moderate asteaste
mohammed mohammed
moist breath
moist vivizi
moist mzizimo
moist zizima
molar gego
molars magego
Moldova Moldova
Moldovan Mmoldova
molecule molekuli
mole fuko
mole mfuko
mole rat
mole fuko
moles mafuko
moment kitambo
moment nukta
monastery monasteri
monday jumatatu
Monday Jumatatu
money fedha
money ghawazi
money ndarama
money pesa
money plant
money chazi
money shilingi
Mongolia Mongolia
Mongolian Kimongolia
Mongolian Mmongolia
Mongolians Wamongolia
mongoose nguchiro
monitor lizard
monitor kenge
monkey nyani
monkey tumbili
monkey tumbiri
Monopoly Kumiliki
Monopoly Ukiritimba
monotreme mamalia
monotreme atagaye
monotreme mayai
month mwezi
months miezi
moon mwezi
Moon mwezi
moonshine chang'aa
moorhen kukuziwa
moose elki
moose kongoni
moose wa
moose Kaskazini
mop deki
morale morali
morgue mochari
morning asubuhi
morning che
morning glory
morning ipomea
morning greeting
morning sabahi
morning liamba
Moroccan Kimoroko
Moroccan Mmoroko
Moroccans Wamoroko
Morocco Maroko
Morocco Moroko
morphology mofolojia
mortar kinu
mortars vinu
mortgage rehani
mortuary mochari
Moscow Misko
Moscow Moscow
Moses Musa
Mosotho msoto
Mosotho Msoto
mosque msikiti
mosquito mbu
mosquito net
mosquito chandarua
mosquito net
mosquito kiandarua
mosquito cha
mosquito mbu
mosquito nets
mosquito viandarua
mosquito vya
mosquito mbu
mosquito nets
mosquito vyandarua
motherhood umama
mother in
mother law
mother mamamkwe
mother mama
mother nana
mothers akina
mothers mama
mothers manana
moth nondo
motion picture
motion kikale
motivator motisha
motor bike
motor Pikipiki
motorboat motaboti
motor boat
motor motoboti
motorcycle pikipiki
motor mota
mountain mlima
mountains milima
mount Everest
mount mlima
mount Evarest
Mount Everest
Mount mlima
Mount Evarest
Mount of
Mount Olives
Mount mlima
Mount wa
Mount Mizeituni
mount rikabu
mourner mfiwa
mourn fiwa
mourn jitimail
mousebird kuzumburu
mousebird pasa
mouse kipanya
moustache kionja-mchuzi
moustache masharubu
mouth kinywa
mouth mdomo
mouths midomo
mouths vinywa
move hama
movement mfuatano
movements mifuatano
move peleka
move songa
movie filamu
Mozambican Kimsumbiji
Mozambican Mumsumbiji
Mozambiquean Mumsumbiji
Mozambique Msumbiji
Mozambique Wasumbiji
Mr Bw
Mrs Bi
mubal game
mubal kamare
mucus kamasi
mudguard madigadi
mud tope
Muhammad Muhammad
mulberry forosadi
mulberry forsadi
mulberry mforsadi
mulberry rangi
mulberry ya
mulberry maforsadi
mule baghala
mule nyumbu
multiply zidi
mummy mumiani
mum nina
municipality manispaa
murderer muuaji
murderer mwangamizi
murderer mwuaji
murderers waangamizaji
murderers wauaji
murram moramu
muscle msuli
muscles misuli
Muse Muza
museum makumbusho
mushroom kuvu
mushroom uyoga
musician mwanamuziki
musician mwimbaji
music muziki
music mziki
musk zabadi
muslim mwiislamu
Muslim mwiislamu
Muslim Mwislamu
muslims waislamu
must budi
must lazima
mutant ambaye
mutant chembe
mutant za
mutant urithi
mutant zilibadilika
mutant mutanti
mutant mwenye
mutant chembe
mutant za
mutant urithi
mutant zilizobadilika
mutant mwenye
mutant mabadiliko
mutant ya
mutant kinasaba
mutant ya
mutant kimutanti
mutation mabadiliko
mutation mabadiliko
mutation ya
mutation chembe
mutation za
mutation urithi
muteness ububu
mutton nyama
mutton ya
mutton kondoo
my choice
my chaguo
my langu
my name
my is
my jina
my langu
my ni
my name
my is
my naitwa
my right
my haki
my yangu
myrrh manemane
myrtle mhadasi
mysterious kidube
mystery kilinge
mystery siri
mythology mitholojia
mzungu mzungu
nafas mwanya
Nahuatl Kiazteki
Nahuatl Kinahuatl
nail kucha
nail msumari
nail ukucha
Nairobi Nairobi
naked tuputupu
naked uchi
name jina
names majina
name taja
Namibia Namibia
Namibian Mnamibia
Namibians Wanamibia
nannies walezi
nanny mlezi
nanny yaya
nappier grass
nappier ndago
narcissus mnasisa
narrate dokeza
narrate eleza
narrate simua
Natalie Natalia
national anthem
national wimbo
national wa
national taifa
national congresses
national makongamano
national ya
national kimataifa
national congress
national kongamano
national la
national kitaifa
national executive
national committee
national of
national environment
national halmashauri
national ya
national mazingira
national executive
national committees
national of
national environment
national halmashauri
national za
national mazingira
nationalism utaifa
nationality uraya
nationality utaifa
national security
national usama
national wa
national nchi
national teams
national timu
national za
national taifa
national team
national timu
national ya
national taifa
nationhood utaifa
nations mataifa
nation taifa
native mshamba
native mzalia
native mzaliwa
natives wazalia
natural language
natural lugha
natural asilia
natural uasili
nature mazingira
naughtyness usumbi
Nauruan Kinauru
Nauruan Mnauru
Nauruans Wanauru
Nauru Nauru
nausea kichefuchefu
Navajo Kinavaho
Navajo Mnavaho
Navajo Wanavaho
navels vitovu
navy jeshi
navy la
navy wanamaji
necklace kidani
necklace kingaja
necklace shanga
necklaces vingaja
neck shingo
necktie tai
nectar mbochi
need haja
need hitaji
needle sindano
needs matakwa
need uhitaji
neem mwarobaini
neighborhood mtaa
neighborhood ujirani
neighbourhood mtaa
neighbourhoods mitaa
neighbour jirani
neighbour majirani
neighbours majirani
neon light
neon kimulimuli
neon lights
neon vimulimuli
neon neoni
Nepalese Mnepali
Nepalese Wanepali
Nepal Nepal
Nepal Nepali
nephew mpwa
Neptune Kausi
Neptune Neptuni
nereid nereidi
-ness u-
nest kiota
nestling kinda
Netherlands Uholanzi
neti neti
net kiandarua
nets viandarua
net wavu
network mtandao
neutral person
neutral wasta
neutron nyutroni
new example
new kigezo
new kipya
new examples
new vigezo
new vipya
new generation
new kizazi
new kipia
new geni
New Guinea
New Guinea
New Mpya
new jipya
new kigeni
new kipya
new mpya
new pya
news habari
newspaper gazeti
newspaper magazeti
New Testament
New Agano
New Jipya
New World
New Mpya
New wa
New Dunia
New Year
New mwaka
New mpya
New Year's
New Day
New siku
New ya
New mwaka
New York
New City
New New
New York
New Zealander
New Mnyuzilandi
New Zealanders
New Wanyuzilandi
New Zealand
New Nyuzilandi
next kando
next week
next wiki
next ijayo
next year
next mwakani
ngozi kingozi
Nicaragua Nikaragwa
Nicaraguan Kinikaragwa
Nicaraguan Mnikaragwa
Nicaraguans Wanikaragwa
nice nzuri
Nicholas Nikolau
nickel kitano
nickname msimbo
nicknames misimbo
nicotine nikotin
nicotine nikotini
niece mpwa
nieces wapwa
Nigeria Nijeria
Nigerian Kinijeria
Nigerian Mnijeria
Nigerians Wanijeria
Nigerien Kinijeri
Nigerien Mnijeri
Niger Nijeri
night heron
night kingoyo
night jioni
nightmare jinamizi
nightmares majinamizi
night usiku
nill nunge
nimbus ghubari
nine kenda
nine tisa
ninety tisini
ninth ya
ninth tisa
nipple nyonyo
nipples manyonyo
nitrogen nitrojeni
Noah Nuhu
no hakuna
no hapana
noise kelele
noise sura
noise ukemi
non-governmental organization
non-governmental Shirika
non-governmental Lisilo
non-governmental la
non-governmental Kiserikali
nonsence upuzi
nonsense pwaji
nonsense upuuzi
noon adhuhuri
noon adhuuri
noon mchana
noon saa
noon sita
noose kitanzi
no problem
no hakuna
no matata
Nordic countries
Nordic Uskandinavi
normal kaida
normal kawaida
Norse -a
Norse Kinorsi
Norse Kinorsi
Norse Wanorsi
North Africa
North Afrika
North ya
North Kaskazini
North America
North Amerika
North ya
North Kaskazini
Northern Europe
Northern Ulaya
Northern ya
Northern Kazkazini
north hanali
north kaskazi
north kaskazini
North Korea
North Korea
North Kaskazini
North Korea
North Korea
North ya
North Kaskazini
Norway Norwe
Norwegian Mnorwe
Norwegians Wanorwe
nose pua
noses mapua
no si
no sivyo
no smoking
no hakuna
no kuvuta
no sigara
nostril tundu
nostril la
nostril pua
nosy people
nosy wadaku
nosy people
nosy wambeya
nosy person
nosy kiduhushi
nosy person
nosy mbeya
nosy person
nosy mdaku
nosy persons
nosy viduhushi
notebook daftari
note noti
notes manoti
notice notisi
notice tangazo
not kine
not zogo
not si
noun class
noun ngeli
noun jina
noun kiima
noun nomino
novel pya
novel riwaya
november novemba
nowadays siku
nowadays hizi
No zii
nshima ugali
nucleus nyukliasi
numbat numbati
number namba
number nambari
nun sista
nurse muuguzi
nursery nasari
nurse uguza
nurse yaya
nursing uuguzi
nutmeg kungumanga
nut nati
nut njugu
nyarirwa faulu
nymph mwanamwali
nymph nimfi
oak mwaloni
oath kiapo
Obama Obama
obedience taa
obedient people
obedient watiifu
obedient person
obedient mtiifu
obey tii
objective shabaha
oboe nzumari
oboe ndogo
observation mtazamo
observations mitazamo
observe shika
obtain pata
Occitan Kiositani
occupation shughuli
occurrence jambo
occurrence kadhia
ocean bahari
october oktoba
octopus pweza
odour kutuzi
of a
of age
of komaa
offender mkosefu
offenders wakosefu
offering sadaka
offerings matoleo
offering toleo
office afisi
office ofisi
officer afisa
officer afisaa
officer ofisa
officers maafisa
officers maofisa
official rasmi
offspring watoto
ogre babe
ogre jitu
ogre pandikizi
ogre la
ogre mtu
ogres majitu
oil oili
ointment marhamu
okra bamia
okra mbamia
Old English
Old Kiingereza
Old cha
Old Kale
old Greek
old kinyuni
old ladies
old maajuza
old lady
old ajuza
old man
old bamkubwa
old man
old mzee
old man
old shaibu
old mkongwe
Old Testament
Old Agano
Old la
Old Kale
old ukale
old zee
olive tree
olive mzeituni
olive zeituni
Olympic Games
Olympic Michezo
Olympic ya
Olympic Olimpiki
Omani Mwomani
Omanis Waomani
Oman Omani
once upon
once a
once time
once hapo
once zamani
once za
once kale
one eyed
one chongo
one moja
oneness pamoja
oneness umoja
one wahedi
one who
one prepares
one mwandalizi
one who
one pulverizes
one mtwanzi
onion kitungu
onion saumu
onion kitunguu
onions vitunguu
only peke
onomatopoeia tanakali
onyx sardoniki
open fungua
open funguka
openness uwazi
open wazi
operation operesheni
operator opereta
operators maopereta
opinion oni
opinions maoni
opium afyuni
opossum kifaurongo
opponent mpinzani
opponents wapinzani
opportunity fursa
opportunity nafasi
opposite kinyume
opposition upinzani
oppress tesa
orange chungwa
orange juice
orange maji
orange ya
orange machungwa
orange machungwa
orange mchungwa
orange rangi
orange ya
orange machungwa
oranges machungwa
orator msemaji
or au
order amri
