abaca abaka
silencer silensyador
silicon silisyo
silique gitladbunga
silk-cotton tree
silk-cotton buboy
silky malasutla
silt labon
silver pilak
silver screen
silver pinalakang-tabing
silverside guno
silverside langaray-pako
silversmith panday-pilak
similar hawig
similarity pagkakahawig
similar kahawig
simple fruit
simple payak
simple na
simple bunga
simple machine
simple payak
simple na
simple sigmo
simple sentence
simple payak
simple na
simple pangungusap
simplicity kalaharan
simplification pagpayak
simplification pamayak
simplify payakin
simplify pumayak
simultaneity pagkamagkalutas
simultaneity santakna
simultaneous santaknain
sine sinway
sine wave
sine sinwaying
sine alon
Singapore Singgapur
sing kanta
singlet sando
singular isahan
sin gumawa
sin ng
sin kasamaan
sin kasalanan
sink lumubog
sinner makasalanan
Sinocentrism sinosentrismo
Sino-Korean Sino-Koreano
sinuous pakiwal-kiwal
sinusoidal sinwayin
sinusoid sinwaying
sinusoid kilo
sirloin solomilyo
sister-in-law hipag
sister-in-law inso
sit down
sit umupo
sit umupo
six anim
sixteen labing-anim
sixteenth ikalabinganim
sixteenth panlabing-anim
sixth ikaanim
sixtieth pang-animnapu
sixty animnapu
skate magpatin
skate patin
skein labay
skeletal kalansayin
skeletal muscle
skeletal kalansaying
skeletal kalamnan
skeletal pangalansay
skeleton kalansay
skeleton key
skeleton gansuwa
skeleton key
skeleton halipsusi
skepticism kila
skepticism pangingila
skeptic mapangila
skeptic taong
skeptic mapangila
skewer pantuhog
skewer tumundok
skewness pagkakiwal
ski eski
ski mag-eski
skin balat
skin balatan
skin maglabos
skinner tagalabos
skipjack tuna
skipjack gulyasan
skipping rope
skipping luksong-lubid
skirmish sagupaan
skull bungo
sky blue
sky bughaw-langit
sky blue
sky kulay-langit
sky kalangitan
sky langit
skylight luneto
skyscraper kayudlangit
slack lundo
slander paninirang-puri
slang salitang
slang balbal
slang salitang
slang kalye
slang salitang
slang kanto
slanted hiwis
slanted nakahiwis
slave alipin
Slav Eslabo
Slavic Eslabo
sledge paragos
sleeping pill
sleeping tabletang
sleeping pampatulog
sleepless puyat
sleep matulog
sleep muta
sleep tulog
sleepy inaantok
sleeve mangg
sleeve s
sleight of
sleight hand
sleight bilis
sleight ng
sleight kamay
slide dausdusan
slide lahiran
slide miksipating
slide lahiran
slide padausdusan
slide rule
slide dulas-galod
slime alabwab
slime banlik
sling salumbaba
slingshot paltik
slingshot saltik
slingshot tirador
slip dumulas
slipper bakya
slipper tsinelas
slogan pamansag
slope dalisdis
slope gulod
slope hilig
slope libis
sloth katamaran
Slovakia Eslobakya
Slovakian Eslobako
Slovenia Eslobenya
Slovenia Islobenya
slow mabagal
slug lintang-kati
slut kiyo
small intestine
small isaw
small intestine
small talistis
small intestine
small talitis
small maliit
smallpox bulutong
smear kulapol
smegma hima
smegma kupal
smelter tugnawan
smelting magluto
smelt tugnawin
smile ngiti
smile ngumiti
smile yuhum
smog ulop
smoking paninigarilyo
smuggler mamumuslit
snack dautan
snack meryenda
snail kuhol
snake ahas
snakebite tuklaw
snap fastener
snap kortsetes
snap fastener
snap kutsetes
snicker hagikgik
snicker humagikgik
sniffles sikamod
snooker snuker
snore hilik
snore humilik
snore paghilik
snow angel
snow anghel
snow na
snow niyebe
snowman taong
snowman niyebe
snow niyebe
snuffer panutog
snuff magtutog
snuff tutugin
soap opera
soap telenobela
soap sabon
soccer putbol
sociable halubilo
sociable mahalubilo
socialism ulnungkuro
socialist ulnungkumuro
socialist ulnungkuruin
socialize saulnungin
social network
social ulnunging
social kabalagan
social panlipunan
social science
social aghamlipunan
social science
social agham
social panlipunan
social science
social aglipunan
social science
social ulnayan
social ulnayanin
social ulnayin
social ulnungin
societal ulnungin
society lipunan
society samahan
society sambayanan
society ulnong
sociobiology ulnuhaynayan
sociocultural ulnukalnangin
socio-economic ulnuagimatin
sociological dalub-ulnungin
sociologist dalub-ulnong
sociology dalub-ulnungan
socio-political ulnubanwahin
socioreligious ulnuagamahin
socket entsupe
sock medyas
soda sosa
sodium bicarbonate
sodium sodyum
sodium dalkarbonat
sodium chloride
sodium sodyum
sodium klorad
sodium hydroxide
sodium sodyum
sodium haydroksad
sodium sodyo
sodium sulfate
sodium sodyum
sodium sulpat
sodomy sodomiya
sofa sopa
Sofia Sopiya
soft-boiled malasado
soften lumambot
soft palate
soft malambot
soft na
soft ngalangala
software software
softwood banakal
soil dumi
soil fertility
soil katabaan
soil ng
soil sulip
soil lupa
soil science
soil palasulipan
soil scientist
soil dalubsulip
soil sulip
solar flare
solar adlawing
solar liyab
solar plexus
solar gawis
Solar System
Solar Kaayusang-Adlaw
solar system
solar kaayusang-tala
Solar System
Solar Kabuntalaang-Adlaw
soldering iron
soldering plantsang
soldering panghinang
soldier kawal
solenoid malabumbong
solicitor tagausig
solidification sasiksin
solidify sasiksinin
solid siksin
sol maladigkiting
sol kaluswan
solubility kaluswinan
soluble lusawin
solute lulusawin
solute nilusaw
solution kaluswan
solution kalutasan
solve lutasin
solvent panlusaw
Somalia Somalya
some may
some mayroon
somersault balintong
somersault bumalintong
sometimes minsan
sonar sonar
sonata sonata
song awit
song kanta
Song of
Song Songs
Song Ang
Song Awit
Song ni
Song Solomon
Song of
Song Songs
Song Awit
Song ng
Song mga
Song Awit
son-in-law lalaking
son-in-law manugang
sonnet dalitlit
sonnet soneto
son of
son a
son bitch
son anak
son ng
son putang
son ina
soot uling-aso
sophomore duhantaunan
sorcerer alasip
sorghum batad
sorrel kukuyuli
sorry patawad
sorry paumanhin
sort klase
sort uri
soul kalag
soul kaluluwa
sound barrier
sound tunuging
sound hadlang
sound tunog
soup sabaw
sour maasim
sourness kaasiman
soursop guyabano
South Africa
South Timog
South Aprika
South America
South Timog
South Amerika
South China
South Sea
South Dagat
South Luzon
South Dakota
South Timog
South Dakota
Southeast Asia
Southeast Timog-silangang
Southeast Asya
Southern Cross
Southern Timugang
Southern Paripa
Southern Ocean
Southern Katimugang
Southern Karagatan
South Korea
South Timog
South Korea
southpaw kaliwete
south pole
south timugang
south balniing
south taluktok
south pole
south timugang
south taluktok
South Pole
South timugang
South taluktok
South Sudan
South Timog
South Sudan
souvenir daol
souvenir pang-alaala
sovereign higpuno
sovereign state
sovereign higpunong
sovereign banwa
sovereignty kahigpunuan
Soviet Sobyet
Soviet Union
Soviet Unyong
Soviet Sobyet
soybean utaw
soy milk
soy gatas
soy ng
soy utaw
soy sauce
soy toyo
spaceman taunlawak
spaceship sikpaw
space shuttle
space pangkalawakan
space station
space himpilang
space pangkalawakan
spacious maliwalas
spades espada
spades ispada
spadix balutbulak
Spain Espanya
span damak
spangle lentehuwelas
Spanish Espanyol
Spanish Kastila
Spanish Kastilain
Spanish mackerel
Spanish tangginggi
Spanish mackerel
Spanish tanigi
spanking palo
spanking sa
spanking puwit
span sandamak
spare part
spare bahaging
spare timbos
sparkle antitilaw
sparkle kislap
spark plug
spark buhiya
spark plug
spark pasak-panduop
sparrow pipit
Spartacus Spartacus
Spartan Espartano
spatula espatula
spawn mamayabat
speak magsalita
specialist dalubtangi
specialization satangi
special natatangi
specialty katangian
species sarihay
specific gravity
specific hambinging
specific dagsin
specific heat
specific hambinging
specific init
spectacles salamin
spectacles sa
spectacles mata
spectrometer balngawsukat
spectrophotometer balngawsugasukat
spectrophotometry balngawsugasukatan
spectroscope balngawsipat
spectroscopy balngawsipatan
spectrum balangaw
speed bilis
speed limit
speed takdang
speed tulin
speed mabilis
speed of
speed light
speed bilis
speed ng
speed suga
speleology palayungiban
spellbound nabighani
spelling pagbabaybay
spell tawal
spelunker mangyuyungib
spendthrift buyangyang
spendthrift labusak
sperm punlay
sperm tamod
sphere spero
sphere timbulog
spherical geometry
spherical timbuluging
spherical sukgisan
spherical timbulog
spherical timbulugin
spice pampalasa
spider alalawa
spider gagamba
spider lily
spider bakong
spiderweb agiw
spiderweb lawalawa
spill lalahoy
spinach espinaka
spindle ikiran
spindle sudian
spine bangananan
spine guluguran
spinet espineta
spine tinik
spinning wheel
spinning gantala
spinster pindangga
spiral balukay
spireme kidsulid
spirillum balukishay
spirit batlaya
spirit diwa
spirit espiritu
spiritism batlaya-kuro
spiritism pagkamakabatlaya
spiritist makabatlaya
spirit kaluluwa
spirit multo
spiritualism diwakuro
spiritualism pagkamakadiwa
spiritual makadiwa
spittoon duraan
spittoon luraan
spleen pali
splenectomy alispali
splenomegaly malakimpali
splint balangkat
splinter subyang
spokeshave katam
spokeshave na
spokeshave halang
sponge bugaan
spongy langkal
spongy muyag
spontaneous combustion
spontaneous kusang-liyab
spontaneous generation
spontaneous kusang
spontaneous pagkalikha
spontaneous generation
spontaneous singaw-buhay
spontaneous kusa
spool kidkiran
spool mag-ikid
spool ulak
spoon kutsara
sporadic manaka-naka
sport palakasan
spouse asawa
sprain malisok
Spratly Islands
Spratly Kapuluan
Spratly ng
Spratly Kalayaan
Spratly Islands
Spratly Spratly
Spratly Islands
spread ikalat
spread pamahid
spring balintang
spring batis
spring bukal
spring kuwerdas
spring luksuhin
spring lumukso
spring lumundag
spring lundagin
spring muwelye
spring paigkas
spring sumibol
spring tagsibol
spur espuwelas
spur tahid
spur tari
spy batyaw
square bracket
square panalikop
squared dinawak
square kuwadrado
square matrix
square parisukat
square na
square baskagan
square parisukat
square root
square pariugat
squash kandos
squeak irit
squeegee elastikong
squeegee panlampaso
squid pusit
squill esila
squint-eyed sulimpat
squint-eyed sulipat
squirrel ardilya
squirrel bising
squirrel mutit
Sri Lanka
Sri Sri
Sri Langka
stability katatagan
stable kuwadra
stab saksak
staff kalupunan
stag pamurulan
stairs baitang
stairs hagdan
stairs hagdanan
stalactite estalaktita
stalagmite estalagmita
stammering pagkautal
stamp pad
stamp diitan
standard-bearer abanderado
standard deviation
standard pamantayang
standard liwas
standard error
standard pamantayang
standard mali
standardise isapamantayan
standardization sapamantayan
standard of
standard living
standard pamantayan
standard ng
standard pamumuhay
standard tung-ol
stanza taludturan
staphylococcus estapilokoko
staple pikolete
star anise
star sangki
star apple
star kaimito
star apple
star kainito
starboard estribor
Starbucks Starbucks
starch binukbok
star cluster
star talumpon
stardust mayawing
stardust alabok
starfish bituin-dagat
starfish isdambituin
star fruit
star balimbing
starling martines
start simula
state banwa
state estado
state himtang
statesman palabanwa
statesmanship palabanwahan
static equilibrium
static tigil
static na
static katiningan
statics tigilan
stationary digala
stationary distribution
stationary tigiling
stationary pamamahagi
stationary phase
stationary tigiling
stationary yugto
station estasyon
station himpilan
statistical palaulatnin
statistic himalak
statistics palaulatan
stator patigil
status quo
status kairalan
steal magnakaw
steamed tiim
steam engine
steam likhisog
steam tubngaw
steamroller pison
steamship buke
steam tubingaw
steel asero
steel paslip
steel patalim
steering pagsaping
steering wheel
steering manibela
St Elmo's
St fire
St igneo
St Elmo's
St fire
St igneyo
St Elmo's
St fire
St santelmo
stem punungtangkay
stench bansiw
stencil panlimwad
stepchild anak
stepchild na
stepchild pangaman
stepfather amang-pangaman
stepmother inang-panguman
stepmother madrasta
stepping stone
stepping batong
stepping tuntungan
sterile esteril
sterile lumaon
sterilization sabaog
sterling esterlina
stern popa
stethoscope diblinig
stevedore estibador
stick kahoy
stigma patdahan
St Ignatius'
St bean
St katbalunga
stillborn lungal
stilt kikik
stimulus ganyak
stinger asir
stinginess kakulpitan
stinginess kakuriputan
sting kinagat
sting nasakitan
stingray pagi
stingy sinding
stipule dahundahunan
stir-fry ginisa
stir-fry gisa
stockade pimpin
stockbroker bolsista
stock exchange
stock palitan
stock ng
stock sapi
stockfish daing
stock market
stock bilihan
stock ng
stock sapi
stock mulanan
stock sapi
stocks kulma
stole estola
stolon sangambusngi
stomachache suag
stomach tiyan
stoma kilitdahon
stomatitis magandila
stone bato
stone fruit
stone labtasbunga
stonewall dedma
stopper sumpal
stop sign
stop babalang
stop hinto
stop tigil
storey patong
storm surge
storm daluyong
story istorya
story kuwento
stove kalan
stove katan
stove kusinilya
stove tuluan
straight angle
straight sihang
straight ladlad
strainer salaan
strait kipot
strange quark
strange kakaibang
strange quark
strangury balisawsaw
strategy patigayon
stratosphere himpapayaw
stratum saray
stratus saraying
stratus alapaap
strawberry presa
straw dayami
straw munti
stray ligaw
stream agos
stream daloy
stream sapa
street taal
strength lakas
streptococcus estreptokoko
stress lundo
stress sidhi
strike aklas
strike aklasan
strikebreaker eskirol
strike welga
string bagting
string bean
string ayap
string bean
string paayap
stringed instrument
stringed bagtingang
stringed panugtog
strip club
strip bahay-aliwan
stripper mangkakalot
stroller andador
strontium estronsyo
structural formula
structural yariing
structural sanyo
structural yariin
stubborn malig-in
stubborn maliwaliwa
stubborn matigas
stubborn ang
stubborn ulo
stubbornness baltik
stubbornness kalig-inan
stubbornness lig-in
student estudyante
student mag-aaral
studying nag-aaral
study okamak
stump tuod
stunted unsyami
stupid bobo
stupid tanga
stye kuliti
style patindig
subclass kubliphay
subconscious kubmalay
subconsciousness kubmalay
subfamily kub-angkanhay
subject kapaksaan
subject simuno
subjunctive mood
subjunctive panaganong
subjunctive pasakali
subjunctive pasakali
sublimate lakdasingawin
sublimation alim
sublimation alob
sublimation lakdasingaw
sublimation lakdawsingaw
sublingual pang-ilalim-dila
suborder kubsunday
subphylum kubsanghay
subset kubtangkas
subside kumati
subsidiary kubsamahan
subsidy tulong
subsoil kubsulip
subsonic kubnugin
substitute halili
substitution paghuhulip
subsurface kubdayag
subtract bawasin
subtraction palabawasan
subtract magbawas
subtrahend pamawas
suburb kanugnog
suburb naik
succession halilinan
success tagumpay
sucker suwi
suckling pig
suckling biik
suckling pig
suckling kulig
Sudan Sudan
sudden bigla
sudden biglaan
sudden kaagad
sudden kaginsa-ginsa
sudden kagyat
sudden mabilis
sudoku sudoku
sufficiency katanapan
sufficient sapat
suffix hulapi
sugar apple
sugar atis
sugar asukal
sugar cane
sugar tubo
sugar mill
sugar alilisan
suicide pagpapatiwakal
suitable hiyang
suitable kahiyang
sukiyaki sukiyaki
sulfur sangyawa
sulk tampo
sultan sultan
sum dagup
summa cum
summa laude
summa may
summa sukdulang
summa papuri
summary buod
summation kadagupan
summer tag-araw
summer tag-init
summit ituktok
summit taluktok
sumo sumo
Sun Adlaw
Sun Araw
sunburn katim
sunburn paso
sunburn ng
sunburn araw
Sunday linggo
Sunday Linggo
sun-dried pigang
sunflower hirasol
sunflower mirasol
sunlight liwanag
sunlight ng
sunlight araw
sunny maaraw
sunset sibsib
sunspot batik-adlaw
sunspot pekas
supergravity higdagsin
superintendent tagapamahala
superintendent tagapamahala
superintendent ng
superintendent gusali
superlative degree
superlative pasukdol
superman higtao
supernatural higlikas
superorganic hignayin
supersonic hignugin
superstition pamahiin
superstitious mapamahiin
supervisor tagamasid
supper gabihan
supper hapunan
supplementary angles
supplementary sihang
supplementary kaladlad
supplement kaladlad
supplier tagatustos
supply and
supply demand
supply katustusan
supply at
supply kahingian
supply and
supply demand
supply tustos
supply at
supply hingi
supply katustusan
supply panustos
suppuration pagnanana
suprascapular pang-ibabaw-paypay
supreme court
supreme kataas-taasang
supreme hukuman
surface dayag
surface karayagan
surface tension
surface dayaging
surface igting
surgeonfish indangan
surgery palatistisan
Suriname Surinam
surname apelyido
surplice rokete
surplus labis
surrealism pagkamakakubtunay
surrealistic makakubtunay
surrealist makakubtunay
surreal kubtunay
surveillance matyag
surveillance pagmamatyag
survey siyasig
survival lighay
survival of
survival the
survival fittest
survival lighay
survival ng
survival pinakaangkop
sushi sushi
suspenseful alip-ip
suspense pagkaalip-ip
suspension kabitnan
suspension malabitin
suspensoid malabitin
sustainable likas-kaya
Suva Suva
Swabia Suwabya
swallow layanglayang
swamp pinak
swampy malate
swap baligyaan
swap magbaligyaan
swap magpalitan
swap palitan
Swaziland Swasilandya
swear word
swear alpog
swear word
swear mura
sweat gland
sweat katasang-pawis
sweat pawis
Sweden Suwesya
sweet basil
sweet sangig
sweetener pangpatamis
sweet flag
sweet kalamo
sweetlips gulyabaw
sweet maasukal
sweet matamis
sweet matatamis
sweetmeat kumpites
sweet pea
sweet gisantes
sweet potato
sweet kamote
swim langoy
swimmer manlalangoy
swimming pool
swimming palanguyan
swimming pool
swimming pisina
swimsuit banyakot
swimsuit damit-pampaligo
swindler balasubas
switch kabtol
Switzerland Suwisa
swordfish dugso
swordfish isdang-ispada
sycamore sikomoro
sycophant sipsip
syllabary pantigan
syllabary talapantigan
syllabification palapantigan
syllabification sapantig
syllable pantig
syllabus talapaksaan
syllogism sangmatwiran
symbiosis salighayan
symbiotic salighayin
symmetrical parianyuin
symmetric matrix
symmetric parianyuing
symmetric baskagan
symmetric parinayo
symmetry parianyo
symposium sampaksaan
symptom pangitain
symptom tandang-sakit
synagogue sinagoga
synecdoche halisakop
synonym singkahulugan
syntactic palaugnayin
syntax palaugnayan
synthesis ganggang
synthesize ganggangin
synthetic division
synthetic daglating
synthetic paghahati
synthetic ginanggang
synthetic lagumlalangin
Syria Sirya
syringe hiringgilya
syringe panturok
syrup harabe
systematic maayusin
systematics palaurianan
system kaayusan
system sistema
tabernacle tabernakulo
table mesa
table of
table contents
table talaan
table ng
table nilalaman
table of
table contents
table talalamanan
table talay
taboo kabawalan
tabulation pagmamanghad
tachometer inugsukat
tachometry inugsukatan
tacky baduy
tactics paagi
tadpole uluulo
taffeta tapetan
taffy balikutsa
taffy balkutsa
Tagalog Tagalog
tailbone tulatod
tail buntot
tailless punggi
tailor mananahi
tailor sastre
Taiwan Pormosa
Taiwan Taiwan
Taiwan Taywan
take care
take ingat
take care
take pag-ingat
take care
take pangalaga
talc talko
talented matalihilig
talent katalihiligan
talent may
talent talihilig
talent talihilig
talisman agimat
Tallinn Tallinn
tally paya
Talmud Talmud
tamaraw tamaraw
tamarind sampalok
tamarind sampalok
tamarind punong
tamarind sampalok
tambourine panderetas
tame maamo
tamer magbabangad
tandem angkas
Tang dynasty
Tang Halaring
Tang Tang
tangent dikit
tangent tanway
tango tanggo
tank tangke
tanner mangungulti
tantrum pag-aalumihit
Tanzania Tanzania
tape measure
tape medida
tapeworm tenya
tapeworm ulyabid
tapioca balinghoy
tapir tapir
tap maghimil
taproot laliming
taproot ugat
taproot punong-ugat
tap water
tap tubig
tap gripo
tar alkitran
tar ayangaw
tardy gutoy
target tigpo
taro gabing-uwak
taro kalawa
tarpaulin tarapal
tarragon estragon
tarsier malmag
tarsier mamag
Tarsus Tarso
task abyad
tassel lambo
tasteless mayapa
tatters lawing
tattoo pika
tauon taw
tauon tungapik
Taurus Damulag
tautology pagpapaliguy-ligoy
tavern taberna
tax buwis
taxidermist tagaayos-balat
taxidermy palaayusang-balat
taxis biling
taxi taxi
taxpayer mamumuwis
tax rate
tax kabilsan
tax ng
tax buwis
tax return
tax ulat
tax sa
tax buwis
teacher guro
teakettle takuri
teak teka
team kuponan
team kupunan
teapot tsarera
tear luha
tea saa
teaspoon kutsarita
tea tsa
tea tsaa
technetium teknesyo
technical aghimuin
technical analysis
technical aghimuing
technical suri
technical term
technical aghimuing
technical tawag
technique aghimo
technologist mang-aaghimuan
technology aghimuan
technology teknolohiya
teenager lalabintaunin
-teen labing-
tee puntod
Tehran Teher
Tehran n
Tel Aviv
Tel Tel
Tel Aviv-Yafo
telegram pahatid-kawad
telephone hatinig
telephone telepono
telephone tel
telephone pono
telephone tumawag
telescope daksipat
television tanlap
television telebisyon
tellurium teluro
telophase kintayugto
temperate zone
temperate tamtaman
temperature kaintan
temperature temperatura
temper subo
temper subuhan
template suleras
temple pilipisan
temporary pansamantala
temptation bangkit
tenacity matibay
Ten Commandments
Ten Sampung
Ten Utos
tendon litid
tenet turo
ten million
ten kati
tennis court
tennis laruan
tennis ng
tennis tenis
tennis tenis
ten sampu
tension binit
tensor kalamnang
tensor pamatak
tensor katuganhan
tensor katuganuhan
tentacle galamay
tenth ikasampu
tenth kapu
ten thousand
ten laksa
tenth sangkapu
tepid malahininga
tequila tekila
terminating maytakda
terminology katawagan
terminology tawag
termite bukbok
term tadhana
term takay
term taning
term tawag
terrestrial dalatning
terrestrial dutain
terrible matindi
territoriality kalupainin
territorial lupainin
territorial waters
territorial lupaining
territorial dagatan
territory lupain
territory teritoryo
testament hulimbilin
testament tipan
testicle bayag
testicle bilo
testify manaksi
test pagsusulit
test subok
test subukin
test tube
test subukang
test tubo
t te-
t -t
t te
t rayama
tether soga
tetrahedral patdayagin
tetrahedron patdayag
tetrode patandas
textbook aklat-aralin
textbook aklat-pampaaralan
textbook aralang
textbook aklat
text file
text talaksang-akda
text lamandiwa
Thailand Siyam
Thailand Thailand
thallophyte suwihan
Thames Tamesis
thanatophobia takot-patay
than kaysa
Thanksgiving Araw
Thanksgiving ng
Thanksgiving Pasasalamat
thanks salamat
thank you
thank salamat
thank you
thank very
thank much
thank maraming
thank salamat
than sa
that is
that alalaong
that baga'y
that iyan
that iyon
the ang
theater dulaan
The End
The wakas
theodicy palabathalaan
theologian dalubbathala
theologian dalub-bathala
theological bathalanin
theologize bathalanin
theology bathalaan
theorem hunain
theory huna
theory of
theory relativity
theory hunang
theory sang-ugnayan
theosophist batharunong
theosophy batharunungan
there be
there may
there be
there mayroon
there is
there mayroon
thermal energy
thermal initing
thermal kusog
thermochemistry initkapnayan
thermodynamics initsigan
thermoelectricity initdagitban
thermohydraulics initdanumsigwasan
thermometer initbutod
thermometer initsukat
thermometer initsukod
thermometer panigi
thermometry initsukatan
thermonuclear initbutudnin
thermonuclear weapon
thermonuclear initbutudning
thermonuclear sandata
thermoscope initsipat
thermosphere initbulog
thermostat initsupil
thermotaxis initbiling
thesaurus talasimpanan
thesis katikhaan
thesis tikha
Thessalonians Mga
Thessalonians Taga-Tesalonica
theta teta
the toilet
the is
the clogged
the barado
the ang
the inodoro
they kanila
they kaniya
they nila
they niya
they sila
they siya
thief magnanakaw
thighbone butong-hita
thigh hita
thimble dedal
thimble didal
thimblerig tatlong-didal
thinker palaisip
thin manipis
third ikatlo
third katlo
third person
third ikatlong
third panauhan
third saikatlo
third sangkatlo
thirsty uhaw
thirteen labintatlo
thirteenth ikalabintatlo
thirteenth panlabintatlo
thirtieth ikalabintatlo
thirty tatlumpu
this ito
this morning
this kaninang
this umaga
this morning
this ngayong
this umaga
thistle pamingkit
thistle tube
thistle mikbansi
thoracic vertebra
thoracic dughaning
thoracic gulugod
thorax dughan
thought pag-iisip
thousand libo
thread fil
threat bala
threat banta
threaten balaan
threaten pagbantaan
three-dimensional tatluhing-sukod
three fourths
three tatlong-kapat
three hundred
three tatlundaan
three-ply tatlong
three-ply kapal
three tatlo
threshold gilid
thrice makaitlo
throttle panubo
throw a
throw tantrum
throw mag-alumihit
thrush pipit-tulog
thrust sikad
thumb hinlalaki
thumbnail panhinlalaki
thunder kulog
Thursday huwebes
Thursday Huwebes
thy iyong
thyme tomilyo
thy mo
Tibet Tibet
ticket office
ticket takilya
tick garapata
tick gurlit-tsek
tick kato
tickle kiliti
ticklish maligawgaw
tick panungkad
tidal wave
tidal daluyong
tidal wave
tidal pabungkal-batang
tiger tigre
tightwad singgi
tilapia tilapya
tilt humiwas
timber baol
timbre kaalngawan
time deposit
time pamanahong
time lagak
time isaoras
time limit
time taning
time magsaoras
time oras
timer pang-oras
time series
time tiuning
time dalayray
times maka
times paramihin
times ng
time tion
Timothy Timoteo
tinder lulog
tinfoil palara
tin lata
tinsel arupel
tinsel palara
tin tinggaputi
-tion -siyon
tip paragala
tipsy balasing
tipsy malainibay
tiptoe tumiyad
tiramisu tiramisu
tiredness pagod
tired pagod
tissue sihayan
tithe pahunos
title page
title pamagat-dahon
Titus Tito
tmesis salingit
toad karag
toad palakang-kati
toadstool kabuting-ahas
tobacco pipe
tobacco kuwako
tobacco tabako
today ngayon
toddle umampang
toddle umampang-ampang
toe daliri
toe ng
toe paa
toe daliri
toe sa
toe paa
toffee topi
tofu tokwa
together sama-sama
Togo Togo
toilet inidoro
toilet palikuran
toilet paper
toilet pang-iwang
Tokyo Tokyo
tollgate barera
tomato butinggan
tomato kamatis
tomb libing
tomboy tomboy
tomorrow bukas
Tonga Tonga
tongue dila
tongue-twister pamilipit-dila
tongue-twister pampilipit-dila
tonight ngayong
tonight gabi
tonsil diris
tonsil gutil
tonsillectomy alisgutil
tonsillitis maganggutil
tonsure panot
toothache sakit-ngipin
toothbrush sipilyo
toothless ngubngob
tooth ngipin
toothpaste pasta
toothpaste sa
toothpaste ngipin
toothpick palito
toothpick panghininga
toothpick pantinga
topaz topasyo
topknot puyod
topography kalatagan
topography talalatagan
topsail gabya
topsoil dayagsulip
top trumpo
tornado buhawi
tornado ipuipo
toroid malabagway
torpor torpe
torque habyog
torrential lirit
torrid maalingiing
torrid zone
torrid kaalingiingan
tortoise pagong
tortoise shell
tortoise kala
total kabuuan
totem totem
Toulouse Tolosa
toupee tambulok
tourist turista
towel tuwalya
tower tore
to whom
to this
to may
to concern
to sa
to kinauukulan
town bayan
town hall
town bahay-pamahalaan
townmate kabalen
townmate kabayan
town syudad
toxicology dalublasunan
toy laruan
trace dasto
trachea hihingahan
tractor guyod
trade baliwasan
trademark tatak-kalakal
trade union
trade kaisahan
trade union
trade samahang-manggagawa
traditional kinamihasnan
tradition kamihasnan
tradition kaugalian
tradition pinamulihan
tradition tradisyon
traffic trapiko
tragedy kalunusan
tragicomedy lunus-katawanan
trail bagnos
train magbangad
train magsanay
train sagayad
train saya
train de
train cola
train tren
trait panangi
trajectory imbulog
trampoline trampolin
trampoline trampolina
tram trambiya
transcendental igpawin
transcendental number
transcendental igpawing
transcendental bilang
transcription salinsulat
transfiguration malikmata
transformer palitab
transistor saligwil
transitive palipat
transitive verb
transitive pandiwang
transitive palipat
translate magsalin
translation pagsasalin
translation salin
translingual interlinggwe
translingual maramihang
translingual wika
translingual translinggwal
translucency inag
translucency kainagan
translucency nganinag
translucent mainag
translucent nanganganinag
translucent nganinagin
transparence aninag
transparency aninag
transparent aninagin
transparent naaaninag
transpiration halmansingaw
transplant lipattanim
transplant lipattatag
transverse wave
transverse along
transverse halang
trap bitag
trapezium tagigapay
trash basura
traveller manlalakbay
trawler bapor
trawler na
trawler pamalakaya
trawling pamamalakaya
trawl mamalakaya
treasure hunt
treasure pamumugoy
treasure hunt
treasure pamumug-oy
treasure kayamunan
treasurer ingatyaman
treasury ingatang-yaman
treatment sampawan
treecreeper kanubok
tree puno
tree ring
tree tandang-sibol
tree sparrow
tree maya
tree sparrow
tree mayang
tree simbahan
trefoil klober
trellis balag
tremolo pakatal
trench trintsera
trevally talakitok
trial and
trial error
trial babaso
trial balance
trial katuusang
trial banghay
triangle batingting
triangle tatsiha
triangle tatsulok
triangular number
triangular bilang
triangular na
triangular tatsihain
triangular prism
triangular tatsihang
triangular balimbing
triangular tatsihain
tribe tribo
tricenarian tatlumpuin
tricycle traysikel
trigger gatilyo
trigger kaltisan
trigger kulbitan
trigonometric function
trigonometric tatsihaning
trigonometric kabisa
trigonometric tatsihanin
trigonometry tatsihaan
trihedron tatdayag
trill kiyebro
trill pakatal
Trinity Santatlo
trinity tatluhan
trinomial talukay
triode talundas
triplet tatlong
triplet magkakambal
triploid tatbilmanahin
tripod tungko
triton talusik
triumph tagumpay
triumvirate tatpuno
Trojan horse
Trojan Kabayo
Trojan ng
Trojan Troya
Trojan War
Trojan Digmaang
Trojan Troya
trombone trombon
troop sampanawan
trophy tropeo
tropical alindanga
tropics alindanga
tropics intanan
tropics kaaalindangaan
troposphere himpapawid
trouble istorbo
trouble pahirapan
trough lambak
trowel dulos
truck dakbatlag
true totoo
truncated tinapyas
trunk bulalay
trustee katiwala
trust tiwala
tsarina sarina
tsar sar
T-square paripang
T-square galod
tuber busnginsuloy
tubercle litbusngi
tuberculosis pagkatuyo
tuberculosis sigam
tuber lamang-lupa
Tuesday martes
Tuesday Martes
tug of
tug war
tug hilahan
tuition bayadturo
tuk-tuk traysikel
tuna atun
tuna tulingan
tundra tundra
tune itunig
